ensg	symbol	biotype	chrom	start	end	strand	host_symbol	host_ensg	host_type
ENSG00000264722	MIR3670-2	miRNA	16	16306370	16306434	1		ENSG00000297752	antisense
ENSG00000265373	MIR3180-2	miRNA	16	16309879	16309966	1		ENSG00000257366	antisense
ENSG00000265373	MIR3180-2	miRNA	16	16309879	16309966	1		ENSG00000297752	antisense
ENSG00000278221	MIR6511A2	miRNA	16	16324588	16324654	1	PKD1P1	ENSG00000244257	intragenic
ENSG00000278221	MIR6511A2	miRNA	16	16324588	16324654	1	NPIPA6	ENSG00000183889	intragenic
ENSG00000277698	MIR6770-2	miRNA	16	16329305	16329364	1	PKD1P1	ENSG00000244257	intragenic
ENSG00000277698	MIR6770-2	miRNA	16	16329305	16329364	1	NPIPA6	ENSG00000183889	intragenic
ENSG00000276311	MIR6511A3	miRNA	16	16368876	16368942	1	PKD1P2	ENSG00000227827	intragenic
ENSG00000223109	MIR1538	miRNA	16	69565808	69565868	-1	NFAT5	ENSG00000102908	antisense
ENSG00000266305	MIR4518	miRNA	16	30503919	30504001	1	ITGAL	ENSG00000005844	intragenic
ENSG00000274969	MIR6771	miRNA	16	50292616	50292675	1	ADCY7	ENSG00000121281	intragenic
ENSG00000274466	MIR1273H	miRNA	16	24203116	24203231	1	PRKCB	ENSG00000166501	intragenic
ENSG00000266307	MIR5093	miRNA	16	85306226	85306325	-1		ENSG00000287787	antisense
ENSG00000266307	MIR5093	miRNA	16	85306226	85306325	-1	GSE1	ENSG00000131149	antisense
ENSG00000221656	MIR1225	miRNA	16	2090195	2090284	-1	PKD1	ENSG00000008710	intragenic
ENSG00000277387	MIR8058	miRNA	16	82688931	82689019	1	CDH13	ENSG00000140945	intragenic
ENSG00000263785	MIR3182	miRNA	16	83508346	83508408	1	CDH13	ENSG00000140945	intragenic
ENSG00000284305	MIR3179-1	miRNA	16	14901508	14901591	1		ENSG00000257264	intragenic
ENSG00000284305	MIR3179-1	miRNA	16	14901508	14901591	1		ENSG00000309423	antisense
ENSG00000263456	MIR5189	miRNA	16	88468918	88469031	1	ZFPM1	ENSG00000179588	intragenic
ENSG00000284585	MIR4722	miRNA	16	88716278	88716337	-1	PIEZO1	ENSG00000103335	intragenic
ENSG00000284585	MIR4722	miRNA	16	88716278	88716337	-1	CTU2	ENSG00000174177	antisense
ENSG00000283416	MIR1910	miRNA	16	85741621	85741700	-1	C16orf74	ENSG00000154102	intragenic
ENSG00000274134	MIR6774	miRNA	16	85918347	85918416	1	IRF8	ENSG00000140968	intragenic
ENSG00000265462	MIR3680-1	miRNA	16	21506049	21506135	-1		ENSG00000291073	intragenic
ENSG00000265462	MIR3680-1	miRNA	16	21506049	21506135	-1		ENSG00000302877	antisense
ENSG00000207639	MIR193B	miRNA	16	14303967	14304049	1	MIR193BHG	ENSG00000262454	intragenic
ENSG00000199130	MIR365A	miRNA	16	14309285	14309371	1	MIR193BHG	ENSG00000262454	intragenic
ENSG00000284008	MIR6511B1	miRNA	16	2106669	2106753	-1	PKD1	ENSG00000008710	intragenic
ENSG00000265867	MIR4516	miRNA	16	2133119	2133204	1	PKD1	ENSG00000008710	antisense
ENSG00000264397	MIR3180-5	miRNA	16	2135977	2136129	-1			intergenic
ENSG00000266643	MIR3677	miRNA	16	2270713	2270772	1	MIR3677HG	ENSG00000260778	intragenic
ENSG00000284346	MIR940	miRNA	16	2271747	2271840	1	MIR3677HG	ENSG00000260778	intragenic
ENSG00000264004	MIR4717	miRNA	16	2274620	2274691	1			intergenic
ENSG00000266124	MIR5587	miRNA	16	535316	535368	1	CAPN15	ENSG00000103326	intragenic
ENSG00000266235	MIR3176	miRNA	16	543277	543366	1	CAPN15	ENSG00000103326	intragenic
ENSG00000208017	MIR140	miRNA	16	69933081	69933180	1	WWP2	ENSG00000198373	intragenic
ENSG00000273613	MIR6511A4	miRNA	16	18344013	18344079	-1		ENSG00000285628	intragenic
ENSG00000273613	MIR6511A4	miRNA	16	18344013	18344079	-1	PKD1P4	ENSG00000205746	intragenic
ENSG00000273613	MIR6511A4	miRNA	16	18344013	18344079	-1		ENSG00000290386	intragenic
ENSG00000275391	MIR6770-3	miRNA	16	18379351	18379410	-1	PKD1P5	ENSG00000254681	intragenic
ENSG00000266291	MIR3180-3	miRNA	16	18402178	18402271	-1		ENSG00000257563	antisense
ENSG00000266291	MIR3180-3	miRNA	16	18402178	18402271	-1		ENSG00000297097	antisense
ENSG00000265776	MIR3670-3	miRNA	16	18405698	18405762	-1		ENSG00000297097	antisense
ENSG00000266454	MIR3179-3	miRNA	16	18411894	18411977	-1		ENSG00000297097	antisense
ENSG00000274025	MIR3670-4	miRNA	16	18488301	18488365	-1	NOMO2	ENSG00000185164	intragenic
ENSG00000277014	MIR3179-4	miRNA	16	18494493	18494576	-1	NOMO2	ENSG00000185164	intragenic
ENSG00000263918	MIR3670-1	miRNA	16	14907717	14907781	1		ENSG00000309423	antisense
ENSG00000265537	MIR3180-1	miRNA	16	14911220	14911313	1		ENSG00000258354	antisense
ENSG00000265537	MIR3180-1	miRNA	16	14911220	14911313	1		ENSG00000309423	antisense
ENSG00000275259	MIR6511A1	miRNA	16	14925937	14926003	1	PKD1P3	ENSG00000183458	intragenic
ENSG00000275259	MIR6511A1	miRNA	16	14925937	14926003	1	NPIPA1	ENSG00000183426	intragenic
ENSG00000278265	MIR6770-1	miRNA	16	14930820	14930879	1	PKD1P3	ENSG00000183458	intragenic
ENSG00000278265	MIR6770-1	miRNA	16	14930820	14930879	1	NPIPA1	ENSG00000183426	intragenic
ENSG00000238728	MIR1972-1	miRNA	16	15010321	15010397	-1	PDXDC1	ENSG00000179889	antisense
ENSG00000283346	MIR6511B2	miRNA	16	15134075	15134145	-1	PKD1P6	ENSG00000250251	intragenic
ENSG00000283346	MIR6511B2	miRNA	16	15134075	15134145	-1	PKD1P6-NPIPP1	ENSG00000290394	intragenic
ENSG00000283346	MIR6511B2	miRNA	16	15134075	15134145	-1	PDXDC1	ENSG00000179889	antisense
ENSG00000264115	MIR3180-4	miRNA	16	15154850	15155002	-1		ENSG00000257391	antisense
ENSG00000264733	MIR4718	miRNA	16	12720321	12720371	1	CPPED1	ENSG00000103381	antisense
ENSG00000278598	MIR6775	miRNA	16	87834592	87834660	-1	SLC7A5-AS1	ENSG00000260466	antisense
ENSG00000278598	MIR6775	miRNA	16	87834592	87834660	-1	SLC7A5	ENSG00000103257	intragenic
ENSG00000278739	MIR6859-4	miRNA	16	17052	17119	-1	WASH4P	ENSG00000234769	intragenic
ENSG00000278739	MIR6859-4	miRNA	16	17052	17119	-1		ENSG00000260803	intragenic
ENSG00000276641	MIR6769A	miRNA	16	4671318	4671390	1	MGRN1	ENSG00000102858	intragenic
ENSG00000263583	MIR4522	miRNA	17	27293910	27293996	-1			intergenic
ENSG00000283935	MIR423	miRNA	17	30117079	30117172	1	hsa-mir-423	ENSG00000266919	antisense
ENSG00000283935	MIR423	miRNA	17	30117079	30117172	1		ENSG00000265394	antisense
ENSG00000283935	MIR423	miRNA	17	30117079	30117172	1	NSRP1	ENSG00000126653	intragenic
ENSG00000278447	MIR6781	miRNA	17	42823880	42823943	-1	BECN1	ENSG00000126581	intragenic
ENSG00000284399	MIR3184	miRNA	17	30117086	30117160	-1	hsa-mir-423	ENSG00000266919	intragenic
ENSG00000284399	MIR3184	miRNA	17	30117086	30117160	-1		ENSG00000265394	intragenic
ENSG00000284399	MIR3184	miRNA	17	30117086	30117160	-1	NSRP1	ENSG00000126653	antisense
ENSG00000278672	MIR8059	miRNA	17	50768650	50768730	1			intergenic
ENSG00000273500	MIR6129	miRNA	17	49288346	49288454	-1	FLJ40194	ENSG00000177369	antisense
ENSG00000207943	MIR634	miRNA	17	66787072	66787168	1	PRKCA	ENSG00000154229	intragenic
ENSG00000207561	MIR635	miRNA	17	68424451	68424548	-1		ENSG00000267009	antisense
ENSG00000207561	MIR635	miRNA	17	68424451	68424548	-1	WIPI1	ENSG00000070540	intragenic
ENSG00000284532	MIR4723	miRNA	17	28360654	28360734	1		ENSG00000258924	intragenic
ENSG00000284532	MIR4723	miRNA	17	28360654	28360734	1	VMA12	ENSG00000244045	intragenic
ENSG00000283824	MIR22	miRNA	17	1713903	1713987	-1	MIR22HG	ENSG00000186594	intragenic
ENSG00000277478	MIR6165	miRNA	17	49510817	49510900	1	NGFR-AS1	ENSG00000249906	antisense
ENSG00000277478	MIR6165	miRNA	17	49510817	49510900	1	NGFR	ENSG00000064300	intragenic
ENSG00000266392	MIR4740	miRNA	17	81400716	81400778	-1	BAHCC1	ENSG00000266074	antisense
ENSG00000266189	MIR3186	miRNA	17	81451104	81451188	-1	BAHCC1	ENSG00000266074	antisense
ENSG00000264005	MIR4314	miRNA	17	8088056	8088147	1			intergenic
ENSG00000284117	MIR6883	miRNA	17	8144994	8145071	-1	PER1	ENSG00000179094	intragenic
ENSG00000283160	MIR4521	miRNA	17	8186945	8187004	1			intergenic
ENSG00000266297	MIR744	miRNA	17	12081899	12081996	1	MAP2K4	ENSG00000065559	intragenic
ENSG00000265503	MIR1269B	miRNA	17	12917268	12917342	-1	ARHGAP44	ENSG00000006740	antisense
ENSG00000221698	MIR548H3	miRNA	17	13543529	13543646	-1	HS3ST3A1	ENSG00000153976	intragenic
ENSG00000283805	MIR636	miRNA	17	76736450	76736548	-1		ENSG00000267168	antisense
ENSG00000283805	MIR636	miRNA	17	76736450	76736548	-1	MFSD11	ENSG00000092931	antisense
ENSG00000283805	MIR636	miRNA	17	76736450	76736548	-1	SRSF2	ENSG00000161547	intragenic
ENSG00000284250	MIR6516	miRNA	17	77089417	77089497	1	SNHG20	ENSG00000234912	intragenic
ENSG00000284250	MIR6516	miRNA	17	77089417	77089497	1	SEC14L1	ENSG00000129657	intragenic
ENSG00000264060	MIR4316	miRNA	17	77396984	77397054	-1	SEPTIN9	ENSG00000184640	antisense
ENSG00000265110	MIR4731	miRNA	17	15251627	15251696	-1	PMP22	ENSG00000109099	intragenic
ENSG00000221540	MIR1180	miRNA	17	19344506	19344574	-1	B9D1	ENSG00000108641	intragenic
ENSG00000277784	MIR6786	miRNA	17	81693757	81693869	1	HGS	ENSG00000185359	intragenic
ENSG00000283853	MIR4738	miRNA	17	75784521	75784607	-1	H3-3B	ENSG00000132475	intragenic
ENSG00000273606	MIR6776	miRNA	17	2692861	2692919	-1	CLUH	ENSG00000132361	intragenic
ENSG00000221200	MIR1253	miRNA	17	2748078	2748182	-1	hsa-mir-1253	ENSG00000272920	antisense
ENSG00000221200	MIR1253	miRNA	17	2748078	2748182	-1	CCDC92B	ENSG00000277200	intragenic
ENSG00000284542	MIR3614	miRNA	17	56891270	56891355	-1		ENSG00000262112	antisense
ENSG00000284542	MIR3614	miRNA	17	56891270	56891355	-1	TRIM25	ENSG00000121060	intragenic
ENSG00000275360	MIR6868	miRNA	17	76098019	76098076	-1	EXOC7	ENSG00000182473	intragenic
ENSG00000211514	MIR454	miRNA	17	59137758	59137872	-1	SKA2	ENSG00000182628	intragenic
ENSG00000207996	MIR301A	miRNA	17	59151136	59151221	-1	SKA2	ENSG00000182628	intragenic
ENSG00000267200	MIR132	miRNA	17	2049908	2050008	-1	DPH1-AS1	ENSG00000263050	intragenic
ENSG00000267195	MIR212	miRNA	17	2050271	2050380	-1	DPH1-AS1	ENSG00000263050	intragenic
ENSG00000265031		miRNA	17	64425069	64425170	-1	PECAM1	ENSG00000261371	intragenic
ENSG00000284564	MIR3064	miRNA	17	64500774	64500839	-1	DDX5	ENSG00000108654	intragenic
ENSG00000284368	MIR5047	miRNA	17	64501214	64501313	-1	DDX5	ENSG00000108654	intragenic
ENSG00000264511	MIR3678	miRNA	17	75406069	75406162	1			intergenic
ENSG00000283774	MIR632	miRNA	17	32350109	32350202	1		ENSG00000265794	intragenic
ENSG00000283929	MIR5010	miRNA	17	42514188	42514307	1	ATP6V0A1	ENSG00000033627	intragenic
ENSG00000264314	MIR548AT	miRNA	17	42494773	42494830	1	ATP6V0A1	ENSG00000033627	intragenic
ENSG00000275107	MIR6782	miRNA	17	44207771	44207839	-1	ATXN7L3-AS1	ENSG00000267394	antisense
ENSG00000275107	MIR6782	miRNA	17	44207771	44207839	-1	UBTF	ENSG00000108312	intragenic
ENSG00000276326	MIR2909	miRNA	17	37033745	37033813	1	AATF	ENSG00000275700	intragenic
ENSG00000275273	MIR6780A	miRNA	17	42708084	42708151	-1	EZH1	ENSG00000108799	intragenic
ENSG00000284595	MIR6785	miRNA	17	75498548	75498628	1	TMEM94	ENSG00000177728	intragenic
ENSG00000207736	MIR657	miRNA	17	81125276	81125373	-1	AATK	ENSG00000181409	intragenic
ENSG00000211563	MIR3065	miRNA	17	81125877	81125955	1	AATK	ENSG00000181409	antisense
ENSG00000283604	MIR338	miRNA	17	81125883	81125949	-1	AATK	ENSG00000181409	intragenic
ENSG00000221025	MIR1250	miRNA	17	81133196	81133308	-1	AATK	ENSG00000181409	intragenic
ENSG00000264429	MIR3183	miRNA	17	1022476	1022559	-1	ABR	ENSG00000159842	intragenic
ENSG00000266107	MIR4525	miRNA	17	82668233	82668307	-1	RAB40B	ENSG00000141542	intragenic
ENSG00000274620	MIR378J	miRNA	17	37614931	37615039	-1		ENSG00000277688	antisense
ENSG00000274620	MIR378J	miRNA	17	37614931	37615039	-1	DDX52	ENSG00000278053	intragenic
ENSG00000284565	MIR451A	miRNA	17	28861369	28861440	-1		ENSG00000264066	intragenic
ENSG00000283364	MIR451B	miRNA	17	28861371	28861438	1		ENSG00000264066	antisense
ENSG00000283819	MIR144	miRNA	17	28861533	28861618	-1		ENSG00000264066	intragenic
ENSG00000284085	MIR4732	miRNA	17	28861655	28861730	-1		ENSG00000264066	intragenic
ENSG00000284112	MIR195	miRNA	17	7017615	7017701	-1	MIR497HG	ENSG00000267532	intragenic
ENSG00000284027	MIR497	miRNA	17	7017911	7018022	-1	MIR497HG	ENSG00000267532	intragenic
ENSG00000199053	MIR324	miRNA	17	7223297	7223379	-1	ACADVL	ENSG00000072778	antisense
ENSG00000263857	MIR4729	miRNA	17	59366083	59366154	1	YPEL2	ENSG00000175155	intragenic
ENSG00000265444	MIR4733	miRNA	17	31094350	31094425	-1	MIR4733HG	ENSG00000264107	intragenic
ENSG00000265331	MIR4524B	miRNA	17	69099542	69099656	1	ABCA6	ENSG00000154262	antisense
ENSG00000283385	MIR4524A	miRNA	17	69099564	69099632	-1	ABCA6	ENSG00000154262	intragenic
ENSG00000283796	MIR6510	miRNA	17	41517164	41517217	-1	KRT15	ENSG00000171346	intragenic
ENSG00000266665	MIR4739	miRNA	17	79707176	79707249	-1		ENSG00000306583	intragenic
ENSG00000284424	MIR4724	miRNA	17	31534883	31534971	1	RAB11FIP4	ENSG00000131242	intragenic
ENSG00000207614	MIR193A	miRNA	17	31559996	31560083	1			intergenic
ENSG00000265976	MIR4725	miRNA	17	31575269	31575358	1	MIR365BHG	ENSG00000228768	intragenic
ENSG00000283978	MIR365B	miRNA	17	31575411	31575521	1	MIR365BHG	ENSG00000228768	intragenic
ENSG00000284055	MIR4315-1	miRNA	17	45475363	45475435	-1	PLEKHM1	ENSG00000225190	intragenic
ENSG00000221355	MIR1288	miRNA	17	16282014	16282088	1	PIGL	ENSG00000108474	intragenic
ENSG00000275238	MIR4734	miRNA	17	38702262	38702331	-1		ENSG00000275532	intragenic
ENSG00000273627	MIR4726	miRNA	17	38719691	38719748	1		ENSG00000275665	antisense
ENSG00000273627	MIR4726	miRNA	17	38719691	38719748	1	MLLT6	ENSG00000275023	intragenic
ENSG00000274054	MIR4727	miRNA	17	38825838	38825892	1			intergenic
ENSG00000207552	MIR633	miRNA	17	62944215	62944312	1		ENSG00000283538	antisense
ENSG00000274300	MIR6864	miRNA	17	4969702	4969771	-1		ENSG00000234203	antisense
ENSG00000274300	MIR6864	miRNA	17	4969702	4969771	-1	CAMTA2	ENSG00000108509	intragenic
ENSG00000278517	MIR6865	miRNA	17	4970086	4970150	-1		ENSG00000234203	antisense
ENSG00000278517	MIR6865	miRNA	17	4970086	4970150	-1	CAMTA2	ENSG00000108509	intragenic
ENSG00000264961	MIR4730	miRNA	17	80419418	80419493	1	ENDOV	ENSG00000173818	intragenic
ENSG00000265561	MIR1268B	miRNA	17	80098828	80098877	1	CCDC40	ENSG00000141519	intragenic
ENSG00000264999	MIR5089	miRNA	17	46973017	46973100	1		ENSG00000262633	intragenic
ENSG00000264999	MIR5089	miRNA	17	46973017	46973100	1	GOSR2	ENSG00000108433	intragenic
ENSG00000284353	MIR142	miRNA	17	58331232	58331318	-1	TSPOAP1-AS1	ENSG00000265148	antisense
ENSG00000284353	MIR142	miRNA	17	58331232	58331318	-1	MIR142HG	ENSG00000265206	intragenic
ENSG00000264399	MIR4736	miRNA	17	58335976	58336022	-1	TSPOAP1-AS1	ENSG00000265148	antisense
ENSG00000264399	MIR4736	miRNA	17	58335976	58336022	-1		ENSG00000302963	intragenic
ENSG00000284162	MIR4523	miRNA	17	29390662	29390730	1		ENSG00000266111	intragenic
ENSG00000284162	MIR4523	miRNA	17	29390662	29390730	1		ENSG00000264808	antisense
ENSG00000284162	MIR4523	miRNA	17	29390662	29390730	1	TAOK1	ENSG00000160551	intragenic
ENSG00000283772	MIR6778	miRNA	17	18340814	18340886	-1	SHMT1	ENSG00000176974	intragenic
ENSG00000284038	MIR10A	miRNA	17	48579838	48579947	-1		ENSG00000257178	intragenic
ENSG00000284038	MIR10A	miRNA	17	48579838	48579947	-1	HOXB-AS3	ENSG00000233101	antisense
ENSG00000284038	MIR10A	miRNA	17	48579838	48579947	-1	HOXB3	ENSG00000120093	intragenic
ENSG00000210741	MIR196A1	miRNA	17	48632490	48632559	-1	HOXB-AS4	ENSG00000242207	antisense
ENSG00000210741	MIR196A1	miRNA	17	48632490	48632559	-1	HOXB7	ENSG00000260027	intragenic
ENSG00000284186	MIR3615	miRNA	17	74748613	74748699	1	SLC9A3R1-AS1	ENSG00000266036	antisense
ENSG00000284186	MIR3615	miRNA	17	74748613	74748699	1	NHERF1	ENSG00000109062	intragenic
ENSG00000263690	MIR548D2	miRNA	17	67471489	67471585	-1	PITPNC1	ENSG00000154217	antisense
ENSG00000207688	MIR548AA2	miRNA	17	67471489	67471585	1	PITPNC1	ENSG00000154217	intragenic
ENSG00000284574	MIR6787	miRNA	17	82236668	82236728	1	SLC16A3	ENSG00000141526	intragenic
ENSG00000284344	MIR2117	miRNA	17	43444806	43444885	1	MIR2117HG	ENSG00000267151	intragenic
ENSG00000277249	MIR6784	miRNA	17	45114367	45114433	-1	PLCD3	ENSG00000161714	intragenic
ENSG00000278223	MIR6783	miRNA	17	44934618	44934681	-1	KIF18B	ENSG00000186185	intragenic
ENSG00000264049	MIR4737	miRNA	17	60043025	60043105	-1	HEATR6	ENSG00000068097	intragenic
ENSG00000264468	MIR4520-1	miRNA	17	6655440	6655509	-1	C17orf100	ENSG00000256806	antisense
ENSG00000283301	MIR4520-2	miRNA	17	6655449	6655502	1	C17orf100	ENSG00000256806	intragenic
ENSG00000277057	MIR6779	miRNA	17	38914979	38915042	1	LASP1	ENSG00000002834	intragenic
ENSG00000278581	MIR6080	miRNA	17	64780759	64780824	1		ENSG00000291117	antisense
ENSG00000278581	MIR6080	miRNA	17	64780759	64780824	1		ENSG00000303915	intragenic
ENSG00000278581	MIR6080	miRNA	17	64780759	64780824	1	ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000215769	antisense
ENSG00000284172	MIR4315-2	miRNA	17	64822030	64822102	-1		ENSG00000291117	intragenic
ENSG00000284172	MIR4315-2	miRNA	17	64822030	64822102	-1	PLEKHM1P1	ENSG00000214176	intragenic
ENSG00000284172	MIR4315-2	miRNA	17	64822030	64822102	-1		ENSG00000293669	intragenic
ENSG00000263602	MIR3185	miRNA	17	48724408	48724475	-1	PRAC2	ENSG00000229637	antisense
ENSG00000207947	MIR152	miRNA	17	48037161	48037247	-1	COPZ2	ENSG00000005243	intragenic
ENSG00000221739	MIR1203	miRNA	17	48156427	48156511	-1	SKAP1	ENSG00000141293	intragenic
ENSG00000284190	MIR21	miRNA	17	59841266	59841337	1	VMP1	ENSG00000062716	intragenic
ENSG00000274111	MIR6777	miRNA	17	17813480	17813545	-1	SREBF1	ENSG00000072310	intragenic
ENSG00000207839	MIR33B	miRNA	17	17813836	17813931	-1	SREBF1	ENSG00000072310	intragenic
ENSG00000283721	MIR6884	miRNA	17	40026332	40026409	-1	MED24	ENSG00000008838	intragenic
ENSG00000284144	MIR6866	miRNA	17	40161933	40162001	1	CASC3	ENSG00000108349	intragenic
ENSG00000274621	MIR6867	miRNA	17	40193597	40193663	1	RAPGEFL1	ENSG00000108352	intragenic
ENSG00000265178	MIR4728	miRNA	17	39726495	39726561	1	ERBB2	ENSG00000141736	intragenic
ENSG00000283532	MIR4317	miRNA	18	6374361	6374425	-1	L3MBTL4	ENSG00000154655	intragenic
ENSG00000283218	MIR302F	miRNA	18	30298910	30298960	1		ENSG00000286605	intragenic
ENSG00000283514	MIR3975	miRNA	18	35591737	35591806	1	GALNT1	ENSG00000141429	intragenic
ENSG00000266530	MIR4318	miRNA	18	37657135	37657215	1		ENSG00000285940	intragenic
ENSG00000283615	MIR924	miRNA	18	39622123	39622175	-1	MIR924HG	ENSG00000267374	intragenic
ENSG00000283645	MIR5583-2	miRNA	18	39676719	39676777	-1	MIR924HG	ENSG00000267374	intragenic
ENSG00000266148	MIR5583-1	miRNA	18	39676721	39676779	1	MIR924HG	ENSG00000267374	antisense
ENSG00000266276	MIR4743	miRNA	18	48670600	48670668	1	CTIF	ENSG00000134030	intragenic
ENSG00000263354	MIR5011	miRNA	18	67081584	67081686	1			intergenic
ENSG00000263750	MIR548AV	miRNA	18	72853321	72853382	-1	NETO1	ENSG00000166342	intragenic
ENSG00000263849	MIR4744	miRNA	18	49049687	49049768	-1	DYM	ENSG00000141627	intragenic
ENSG00000284239	MIR1539	miRNA	18	49487373	49487422	1	RPL17-C18orf32	ENSG00000215472	antisense
ENSG00000284239	MIR1539	miRNA	18	49487373	49487422	1		ENSG00000265496	intragenic
ENSG00000264571	MIR4529	miRNA	18	55479221	55479298	1	TCF4-AS1	ENSG00000267028	intragenic
ENSG00000264571	MIR4529	miRNA	18	55479221	55479298	1	TCF4	ENSG00000196628	antisense
ENSG00000284440	MIR122	miRNA	18	58451074	58451158	1	MIR122HG	ENSG00000267391	intragenic
ENSG00000207778	MIR3591	miRNA	18	58451080	58451152	-1	MIR122HG	ENSG00000267391	antisense
ENSG00000274838	MIR6788	miRNA	18	10759584	10759649	-1	PIEZO2	ENSG00000154864	intragenic
ENSG00000221493	MIR320C1	miRNA	18	21683510	21683597	1	ABHD3	ENSG00000158201	antisense
ENSG00000265957	MIR4319	miRNA	18	44970082	44970166	-1	SETBP1	ENSG00000152217	antisense
ENSG00000266146	MIR5190	miRNA	18	13459947	13460026	1	LDLRAD4	ENSG00000168675	intragenic
ENSG00000263527	MIR4526	miRNA	18	13611114	13611200	1	LDLRAD4	ENSG00000168675	intragenic
ENSG00000277521	MIR8078	miRNA	18	112256	112339	-1	ROCK1P1	ENSG00000290877	antisense
ENSG00000265499	MIR3156-2	miRNA	18	14830166	14830242	1	ANKRD30B	ENSG00000180777	intragenic
ENSG00000283927	MIR133A1	miRNA	18	21825698	21825785	-1	MIR133A1HG	ENSG00000265142	intragenic
ENSG00000283927	MIR133A1	miRNA	18	21825698	21825785	-1	MIB1	ENSG00000101752	antisense
ENSG00000284453	MIR1-2	miRNA	18	21829004	21829088	-1	MIR133A1HG	ENSG00000265142	intragenic
ENSG00000284453	MIR1-2	miRNA	18	21829004	21829088	-1	MIB1	ENSG00000101752	antisense
ENSG00000272380	MIR3976	miRNA	18	5840695	5840833	1	MIR3976HG	ENSG00000261738	intragenic
ENSG00000283343	MIR4320	miRNA	18	50126499	50126563	-1	MYO5B	ENSG00000167306	intragenic
ENSG00000283492	MIR7153	miRNA	18	11654885	11654941	-1		ENSG00000291183	intragenic
ENSG00000275518	MIR6718	miRNA	18	3885353	3885432	1	DLGAP1-AS3	ENSG00000263724	intragenic
ENSG00000275518	MIR6718	miRNA	18	3885353	3885432	1	DLGAP1	ENSG00000170579	antisense
ENSG00000263872	MIR4528	miRNA	18	53237101	53237190	1	DCC	ENSG00000187323	intragenic
ENSG00000284331	MIR4741	miRNA	18	22933349	22933438	1	RBBP8-AS1	ENSG00000266850	antisense
ENSG00000284331	MIR4741	miRNA	18	22933349	22933438	1	RBBP8	ENSG00000101773	intragenic
ENSG00000276221	MIR8057	miRNA	18	26591467	26591535	-1	KCTD1	ENSG00000134504	intragenic
ENSG00000212051	MIR320C2	miRNA	18	24321686	24321735	1	OSBPL1A	ENSG00000141447	antisense
ENSG00000266582	MIR4527	miRNA	18	47380496	47380565	1	MIR4527HG	ENSG00000267761	intragenic
ENSG00000207797	MIR187	miRNA	18	35904818	35904926	-1		ENSG00000300759	intragenic
ENSG00000265641	MIR3929	miRNA	18	35934088	35934142	-1		ENSG00000300759	intragenic
ENSG00000283801	MIR1302-11	miRNA	19	71973	72110	1	WASH5P	ENSG00000292982	antisense
ENSG00000283801	MIR1302-11	miRNA	19	71973	72110	1		ENSG00000282807	intragenic
ENSG00000277904	MIR7850	miRNA	19	2630715	2630793	1	GNG7	ENSG00000176533	antisense
ENSG00000265407	MIR4324	miRNA	19	49308797	49308868	-1	SLC6A16	ENSG00000063127	intragenic
ENSG00000266559	MIR4530	miRNA	19	39409623	39409678	-1	ZFP36	ENSG00000128016	antisense
ENSG00000211513	MIR320E	miRNA	19	46709293	46709345	-1	PRKD2	ENSG00000105287	intragenic
